query_id,query,intent,intent_prob_informational,intent_prob_comparison,intent_prob_transactional,intent_prob_navigational,intent_confidence,mentions_own_brand,mentions_own_product,mentions_competitor_brand,mentions_competitor_product,out_of_category,mentions_competitor,own_product_only,latency_ms,model,input_tokens,output_tokens
Q0602,a7c2 評判 初心者向け,informational,0.9,0.1,0.0,0.0,0.86,0.03,0.04,0.17,0.91,0.05,0.91,0.0388,233.7,jev-1.13.0,1078,153
Q0603,50mm f1.8 S 通販,transactional,0.0,0.0,1.0,0.0,1.0,0.06,0.87,0.03,0.03,0.03,0.03,0.8178,255.4,jev-1.13.0,1074,152
Q0604,Z 9 レビュー まとめ,informational,1.0,0.0,0.0,0.0,1.0,0.05,0.94,0.03,0.03,0.04,0.03,0.893,293.2,jev-1.13.0,1075,153
Q0605,Canon 取扱説明書,informational,0.79,0.0,0.01,0.2,0.72,0.02,0.03,0.86,0.1,0.06,0.86,0.0294,238.0,jev-1.13.0,1070,153
Q0606,nikon Z f 在庫,transactional,0.0,0.0,1.0,0.0,1.0,0.45,0.96,0.03,0.02,0.04,0.03,0.528,273.7,jev-1.13.0,1071,152
Q0607,ニコン NIKKOR Z 40mm F2 通販 予約,transactional,0.0,0.0,1.0,0.0,1.0,0.96,0.95,0.03,0.02,0.03,0.03,0.038,215.1,jev-1.13.0,1083,152
Q0608,CANON EOS R5 Mark II 違い どこで 価格,comparison,0.0,0.86,0.14,0.0,0.81,0.04,0.05,0.81,0.93,0.04,0.93,0.048,207.1,jev-1.13.0,1081,150
Q0609,ソニー アルファ9 III 価格 どこで スペック,transactional,0.02,0.01,0.97,0.0,0.96,0.03,0.04,0.96,0.96,0.04,0.96,0.0388,222.1,jev-1.13.0,1085,152
Q0610,canon RF24-105mm F4 L IS USM 購入 予約,transactional,0.0,0.0,1.0,0.0,1.0,0.02,0.04,0.89,0.94,0.04,0.94,0.0392,242.0,jev-1.13.0,1085,152
Q0611,ニコン Z 40mm f2 最安値 使い方,transactional,0.03,0.0,0.97,0.0,0.96,0.98,0.96,0.03,0.02,0.03,0.03,0.0192,272.1,jev-1.13.0,1081,152
Q0612,24-120mm f4 S 作例 まとめ,informational,1.0,0.0,0.0,0.0,1.0,0.11,0.87,0.03,0.03,0.04,0.03,0.7743,240.1,jev-1.13.0,1080,153
Q0613,24-120mm f4 S スペック ログイン,navigational,0.11,0.0,0.0,0.89,0.85,0.07,0.81,0.03,0.03,0.04,0.03,0.7533,267.8,jev-1.13.0,1083,153
Q0614,Nikon z30 口コミ,informational,0.97,0.02,0.01,0.0,0.97,0.84,0.94,0.03,0.02,0.03,0.03,0.1504,217.8,jev-1.13.0,1072,153
Q0615,Canon r6 mark2 と SONY FE 50mm F1.8 vs,comparison,0.0,1.0,0.0,0.0,1.0,0.04,0.05,0.89,0.96,0.03,0.96,0.048,198.4,jev-1.13.0,1081,150
Q0616,nikon Z5 II 購入,transactional,0.0,0.0,1.0,0.0,1.0,0.43,0.92,0.04,0.02,0.03,0.04,0.5244,265.3,jev-1.13.0,1072,152
Q0617,ニコン ニコンZ8 評判 どこで 比較,comparison,0.17,0.83,0.0,0.0,0.77,0.98,0.96,0.04,0.03,0.03,0.04,0.0192,290.6,jev-1.13.0,1084,150
Q0618,sony 50mm f1.8 FE どっちがいい Nikon Z5 II,comparison,0.0,1.0,0.0,0.0,1.0,0.28,0.86,0.94,0.96,0.03,0.96,0.6192,216.0,jev-1.13.0,1084,150
Q0619,nikon ソニー どちらを選ぶべき,comparison,0.0,1.0,0.0,0.0,1.0,0.81,0.04,0.94,0.1,0.03,0.94,0.0076,227.8,jev-1.13.0,1078,150
Q0620,zf Nikon SONY 性能比較,comparison,0.0,1.0,0.0,0.0,1.0,0.94,0.25,0.93,0.38,0.04,0.93,0.015,238.6,jev-1.13.0,1073,150
Q0621,nikon NIKKOR Z 50mm F1.8 特徴,informational,1.0,0.0,0.0,0.0,1.0,0.48,0.95,0.04,0.02,0.03,0.04,0.494,226.2,jev-1.13.0,1081,153
Q0622,ニコン 会社説明会,navigational,0.42,0.0,0.0,0.58,0.43,0.98,0.03,0.02,0.02,0.86,0.02,0.0006,192.3,jev-1.13.0,1072,153
Q0623,nikon z5ii 特徴,informational,1.0,0.0,0.0,0.0,1.0,0.37,0.92,0.04,0.03,0.04,0.04,0.5796,211.6,jev-1.13.0,1071,153
Q0624,Canon eos r1 通販 予約,transactional,0.0,0.0,1.0,0.0,1.0,0.02,0.04,0.85,0.94,0.04,0.94,0.0392,234.6,jev-1.13.0,1073,152
Q0625,ニコン キヤノン 比較,comparison,0.0,1.0,0.0,0.0,1.0,0.98,0.04,0.97,0.08,0.03,0.97,0.0008,253.3,jev-1.13.0,1075,150
Q0626,イヤホン とは,informational,1.0,0.0,0.0,0.0,1.0,0.03,0.02,0.02,0.02,0.97,0.02,0.0194,215.9,jev-1.13.0,1070,153
Q0627,Canon EOS R10 と Sony FE 200-600 G 比較,comparison,0.0,1.0,0.0,0.0,1.0,0.03,0.04,0.91,0.97,0.04,0.97,0.0388,239.8,jev-1.13.0,1084,150
Q0628,NIKKOR Z 50mm f/1.8 S 通販 楽天,transactional,0.0,0.0,1.0,0.0,1.0,0.18,0.96,0.03,0.02,0.03,0.03,0.7872,236.6,jev-1.13.0,1085,152
Q0629,nikon Z 30 登録,navigational,0.21,0.0,0.12,0.67,0.55,0.52,0.95,0.03,0.02,0.05,0.03,0.456,191.0,jev-1.13.0,1073,153
Q0630,α1マーク2 設定方法 初心者向け,informational,1.0,0.0,0.0,0.0,1.0,0.03,0.05,0.12,0.89,0.05,0.89,0.0485,233.6,jev-1.13.0,1082,153
Q0631,NIKKOR Z 24-120 F4 S 価格 予約,transactional,0.0,0.0,1.0,0.0,1.0,0.2,0.95,0.03,0.03,0.03,0.03,0.76,252.1,jev-1.13.0,1084,152
Q0632,Z 30 スペック,informational,1.0,0.0,0.0,0.0,1.0,0.06,0.96,0.02,0.03,0.04,0.03,0.9024,285.5,jev-1.13.0,1072,153
Q0633,50mm f1.8 STM Canon ソニー 性能比較,comparison,0.0,1.0,0.0,0.0,1.0,0.07,0.04,0.94,0.64,0.03,0.94,0.0372,256.6,jev-1.13.0,1082,150
Q0634,α FE 24-70mm F2.8 GM II 初心者,informational,0.91,0.09,0.0,0.0,0.87,0.03,0.06,0.31,0.82,0.06,0.82,0.0582,268.8,jev-1.13.0,1083,153
Q0635,r6 mark2 在庫 店舗,transactional,0.0,0.0,1.0,0.0,1.0,0.03,0.06,0.13,0.88,0.11,0.88,0.0582,222.0,jev-1.13.0,1075,152
Q0636,キヤノン ニコン EOS R50 設定方法,informational,1.0,0.0,0.0,0.0,1.0,0.91,0.69,0.96,0.84,0.05,0.96,0.0621,225.9,jev-1.13.0,1081,153
Q0637,NIKON Z5II 在庫 amazon,transactional,0.0,0.0,1.0,0.0,1.0,0.95,0.89,0.04,0.02,0.03,0.04,0.0445,251.0,jev-1.13.0,1074,152
Q0638,ニコン ニコンZ8 登録,navigational,0.16,0.0,0.26,0.58,0.44,0.97,0.95,0.04,0.02,0.08,0.04,0.0285,268.3,jev-1.13.0,1076,153
Q0639,Z 50mm f1.8 キャンペーン 楽天,transactional,0.0,0.0,0.99,0.01,0.99,0.14,0.85,0.05,0.03,0.04,0.05,0.731,282.9,jev-1.13.0,1083,152
Q0640,eos r1 スペック,informational,0.99,0.01,0.0,0.0,0.99,0.02,0.04,0.17,0.91,0.07,0.91,0.0392,266.5,jev-1.13.0,1072,153
Q0641,ニコン ノートパソコン,informational,0.67,0.01,0.1,0.22,0.56,0.98,0.03,0.02,0.02,0.93,0.02,0.0006,261.0,jev-1.13.0,1074,153
Q0642,Nikon Z30 登録,navigational,0.2,0.0,0.16,0.64,0.52,0.66,0.96,0.03,0.02,0.05,0.03,0.3264,233.9,jev-1.13.0,1072,153
Q0643,ニコン Z6 3 通販 amazon,transactional,0.0,0.0,1.0,0.0,1.0,0.98,0.95,0.04,0.03,0.03,0.04,0.019,219.8,jev-1.13.0,1074,152
Q0644,Z6III 修理 ダウンロード,navigational,0.32,0.0,0.14,0.54,0.38,0.08,0.92,0.02,0.02,0.05,0.02,0.8464,259.4,jev-1.13.0,1076,153
Q0645,Zf 作例,informational,1.0,0.0,0.0,0.0,0.99,0.06,0.94,0.02,0.03,0.05,0.03,0.8836,191.0,jev-1.13.0,1068,153
Q0646,canon eos r10 登録,navigational,0.2,0.0,0.22,0.58,0.43,0.03,0.05,0.87,0.95,0.05,0.95,0.0485,214.3,jev-1.13.0,1072,153
Q0647,EOS R6 Mark II キヤノン アルファ 比較,comparison,0.0,1.0,0.0,0.0,1.0,0.03,0.04,0.91,0.94,0.04,0.94,0.0388,203.9,jev-1.13.0,1082,150
Q0648,ニコン Z8 と キヤノン 24-105mm f4 L 違い,comparison,0.0,1.0,0.0,0.0,1.0,0.98,0.96,0.96,0.88,0.03,0.96,0.0192,286.6,jev-1.13.0,1089,150
Q0649,Z5 II Nikon キヤノン vs,comparison,0.0,1.0,0.0,0.0,1.0,0.88,0.93,0.95,0.13,0.04,0.95,0.1116,279.1,jev-1.13.0,1073,150
Q0650,Zf セール ログイン,navigational,0.0,0.0,0.16,0.84,0.78,0.1,0.94,0.03,0.02,0.1,0.03,0.846,247.1,jev-1.13.0,1074,153
Q0651,会社説明会 比較,comparison,0.06,0.91,0.0,0.03,0.87,0.18,0.03,0.07,0.03,0.87,0.07,0.0246,244.2,jev-1.13.0,1072,150
Q0652,α α7IV キャンペーン 予約,transactional,0.0,0.0,0.99,0.01,0.98,0.03,0.07,0.14,0.93,0.07,0.93,0.0679,294.7,jev-1.13.0,1077,152
Q0653,R8 Canon Nikon 違い,comparison,0.0,1.0,0.0,0.0,1.0,0.95,0.5,0.92,0.78,0.04,0.92,0.025,217.2,jev-1.13.0,1071,150
Q0654,NIKKOR 180-600 公式ストア ダウンロード,navigational,0.01,0.0,0.04,0.95,0.93,0.25,0.93,0.04,0.03,0.05,0.04,0.6975,298.7,jev-1.13.0,1088,153
Q0655,Canon カメラ とは,informational,1.0,0.0,0.0,0.0,1.0,0.03,0.03,0.85,0.07,0.09,0.85,0.0291,217.6,jev-1.13.0,1071,153
Q0656,Z50 II 最安値 店舗,transactional,0.0,0.0,1.0,0.0,1.0,0.07,0.92,0.03,0.02,0.03,0.03,0.8556,321.4,jev-1.13.0,1075,152
Q0657,Z5II 登録,navigational,0.19,0.0,0.36,0.45,0.26,0.07,0.92,0.02,0.03,0.07,0.03,0.8556,293.0,jev-1.13.0,1070,153
Q0658,NIKKOR Z 40mm F2 キャンペーン 楽天,transactional,0.0,0.0,1.0,0.0,0.99,0.12,0.94,0.04,0.03,0.04,0.04,0.8272,215.2,jev-1.13.0,1085,152
Q0659,nikon Z 8 比較 おすすめ 在庫,comparison,0.0,0.71,0.29,0.0,0.6,0.28,0.91,0.06,0.04,0.03,0.06,0.6552,209.7,jev-1.13.0,1081,150
Q0660,nikon カメラ とは,informational,1.0,0.0,0.0,0.0,1.0,0.86,0.05,0.03,0.02,0.07,0.03,0.007,226.8,jev-1.13.0,1072,153
Q0661,40mm f2 単焦点 ログイン ダウンロード,navigational,0.1,0.0,0.07,0.83,0.77,0.1,0.14,0.03,0.04,0.08,0.04,0.126,275.7,jev-1.13.0,1085,153
Q0662,Z6 mark3 ログイン ダウンロード,navigational,0.0,0.0,0.01,0.99,0.99,0.13,0.88,0.03,0.03,0.07,0.03,0.7656,245.6,jev-1.13.0,1079,153
Q0663,24-105mm f4 L 作例,informational,0.98,0.02,0.0,0.0,0.97,0.03,0.12,0.06,0.6,0.08,0.6,0.1164,246.8,jev-1.13.0,1076,153
Q0664,Z6 III 会員登録 スペック,informational,0.78,0.0,0.02,0.2,0.7,0.21,0.95,0.03,0.02,0.05,0.03,0.7505,275.1,jev-1.13.0,1076,153
Q0665,NIKON CANON z5ii 値段,transactional,0.0,0.02,0.98,0.0,0.98,0.96,0.69,0.92,0.33,0.05,0.92,0.0276,231.5,jev-1.13.0,1075,152
Q0666,Z6III 作例 サポート,informational,0.64,0.0,0.0,0.36,0.51,0.1,0.9,0.02,0.03,0.04,0.03,0.81,204.6,jev-1.13.0,1074,153
Q0667,R6 Mark II 公式サイト 設定方法,informational,0.88,0.0,0.0,0.12,0.84,0.03,0.06,0.12,0.86,0.08,0.86,0.0582,296.7,jev-1.13.0,1079,153
Q0668,Zf セール 店舗,transactional,0.0,0.0,0.98,0.02,0.98,0.09,0.95,0.03,0.03,0.05,0.03,0.8645,200.4,jev-1.13.0,1073,152
Q0669,sony FE 200-600 G 特徴,informational,1.0,0.0,0.0,0.0,1.0,0.02,0.04,0.91,0.92,0.04,0.92,0.0392,289.4,jev-1.13.0,1077,153
Q0670,NIKON 24-120mm f4 S セール どっちがいい,comparison,0.0,0.91,0.09,0.0,0.88,0.97,0.94,0.06,0.03,0.03,0.06,0.0282,278.2,jev-1.13.0,1088,150
Q0671,ソニー CANON vs,comparison,0.0,1.0,0.0,0.0,1.0,0.04,0.03,0.94,0.13,0.05,0.94,0.0288,218.8,jev-1.13.0,1069,150
Q0672,Nikon Zf 画質,informational,1.0,0.0,0.0,0.0,0.99,0.78,0.95,0.03,0.03,0.04,0.03,0.209,208.4,jev-1.13.0,1070,153
Q0673,VLOGCAM E10 II 使い方 初心者向け,informational,1.0,0.0,0.0,0.0,1.0,0.04,0.23,0.03,0.06,0.08,0.06,0.2208,207.3,jev-1.13.0,1081,153
Q0674,NIKON Z f 在庫,transactional,0.0,0.0,1.0,0.0,1.0,0.97,0.95,0.04,0.02,0.03,0.04,0.0285,239.8,jev-1.13.0,1072,152
Q0675,NIKKOR Z 50mm f/1.8 S 口コミ 初心者向け,informational,0.97,0.02,0.01,0.0,0.95,0.18,0.95,0.03,0.02,0.03,0.03,0.779,229.3,jev-1.13.0,1089,153
Q0676,ニコンZf とは,informational,1.0,0.0,0.0,0.0,1.0,0.97,0.96,0.03,0.02,0.04,0.03,0.0288,204.2,jev-1.13.0,1071,153
Q0677,zf スペック まとめ,informational,1.0,0.0,0.0,0.0,1.0,0.08,0.63,0.03,0.04,0.11,0.04,0.5796,207.0,jev-1.13.0,1073,153
Q0678,Z5II 口コミ 初心者向け,informational,0.94,0.06,0.0,0.0,0.92,0.09,0.91,0.03,0.03,0.04,0.03,0.8281,284.6,jev-1.13.0,1077,153
Q0679,ソニー NIKON vs,comparison,0.0,1.0,0.0,0.0,1.0,0.96,0.05,0.96,0.16,0.04,0.96,0.002,226.7,jev-1.13.0,1070,150
Q0680,z6iii 在庫 店舗,transactional,0.0,0.0,1.0,0.0,1.0,0.09,0.92,0.02,0.02,0.04,0.02,0.8372,264.7,jev-1.13.0,1074,152
Q0681,zfc ニコン canon どちらを選ぶべき,comparison,0.0,1.0,0.0,0.0,1.0,0.94,0.94,0.94,0.13,0.03,0.94,0.0564,252.4,jev-1.13.0,1079,150
Q0682,R6 Mark II とは 初心者向け,informational,0.99,0.01,0.0,0.0,0.99,0.05,0.06,0.13,0.77,0.09,0.77,0.057,253.3,jev-1.13.0,1077,153
Q0683,Nikon CANON Z50 II 作例,informational,0.72,0.28,0.0,0.0,0.62,0.82,0.64,0.89,0.36,0.05,0.89,0.1152,221.8,jev-1.13.0,1074,153
Q0684,NIKON アルファ vs,comparison,0.0,1.0,0.0,0.0,1.0,0.96,0.29,0.11,0.21,0.08,0.21,0.0116,216.5,jev-1.13.0,1072,150
Q0685,Z fc 中古 楽天,transactional,0.0,0.0,1.0,0.0,0.99,0.14,0.94,0.03,0.02,0.03,0.03,0.8084,282.9,jev-1.13.0,1072,152
Q0686,Z6 mark3 評判,informational,1.0,0.0,0.0,0.0,0.99,0.05,0.94,0.03,0.03,0.04,0.03,0.893,205.3,jev-1.13.0,1071,153
Q0687,Z6 mark3 価格 予約,transactional,0.0,0.0,1.0,0.0,1.0,0.06,0.92,0.02,0.02,0.03,0.02,0.8648,213.2,jev-1.13.0,1073,152
Q0688,ソニー FE 24-70mm F2.8 GM II 特徴,informational,1.0,0.0,0.0,0.0,1.0,0.02,0.04,0.94,0.92,0.04,0.94,0.0392,212.6,jev-1.13.0,1083,153
Q0689,Z 9 キャンペーン 予約,transactional,0.0,0.0,0.97,0.03,0.96,0.1,0.96,0.03,0.02,0.04,0.03,0.864,229.4,jev-1.13.0,1076,152
Q0690,zf 画質,informational,0.99,0.01,0.0,0.0,0.98,0.09,0.54,0.03,0.04,0.08,0.04,0.4914,350.6,jev-1.13.0,1067,153
Q0691,CANON 24-105mm f4 L 比較 NIKON Z6 mark3,comparison,0.0,1.0,0.0,0.0,1.0,0.83,0.69,0.91,0.91,0.04,0.91,0.1173,182.2,jev-1.13.0,1087,150
Q0692,ニコン NIKKOR Z 40mm f/2 評判,informational,1.0,0.0,0.0,0.0,0.99,0.96,0.97,0.02,0.02,0.03,0.02,0.0388,247.7,jev-1.13.0,1082,153
Q0693,アルファ FE 200-600 G キャンペーン 公式ストア,navigational,0.0,0.0,0.16,0.84,0.79,0.03,0.07,0.11,0.89,0.05,0.89,0.0679,236.6,jev-1.13.0,1090,153
Q0694,Z 50mm f1.8 下取り 店舗,transactional,0.0,0.0,0.98,0.02,0.98,0.14,0.9,0.03,0.03,0.05,0.03,0.774,329.5,jev-1.13.0,1080,152
Q0695,NIKKOR Z 40mm F2 通販 店舗,transactional,0.0,0.0,1.0,0.0,0.99,0.1,0.95,0.04,0.02,0.03,0.04,0.855,324.7,jev-1.13.0,1081,152
Q0696,ニコンZ8 下取り,transactional,0.0,0.0,1.0,0.0,0.99,0.98,0.97,0.03,0.02,0.04,0.03,0.0194,192.0,jev-1.13.0,1072,152
Q0697,Z50II 中古 予約,transactional,0.0,0.0,1.0,0.0,1.0,0.09,0.91,0.02,0.03,0.04,0.03,0.8281,213.0,jev-1.13.0,1073,152
Q0698,アルファ6700 Sony canon 性能比較,comparison,0.0,1.0,0.0,0.0,1.0,0.04,0.05,0.93,0.93,0.04,0.93,0.048,241.9,jev-1.13.0,1079,150
Q0699,canon Sony RF100-500 望遠 スペック,informational,0.76,0.24,0.0,0.0,0.68,0.03,0.07,0.94,0.78,0.06,0.94,0.0679,272.5,jev-1.13.0,1081,153
Q0700,24-120mm f4 S 購入 楽天,transactional,0.0,0.0,1.0,0.0,1.0,0.11,0.84,0.03,0.02,0.03,0.03,0.7476,260.2,jev-1.13.0,1081,152
Q0701,Sony α7IV 違い nikon Z8,comparison,0.0,1.0,0.0,0.0,1.0,0.85,0.9,0.87,0.97,0.03,0.97,0.135,259.5,jev-1.13.0,1075,150
Q0702,R5 Mark II 通販 楽天,transactional,0.0,0.0,1.0,0.0,1.0,0.03,0.07,0.08,0.79,0.13,0.79,0.0679,308.4,jev-1.13.0,1074,152
Q0703,nikon canon 性能比較,comparison,0.0,1.0,0.0,0.0,1.0,0.7,0.05,0.89,0.14,0.03,0.89,0.015,216.5,jev-1.13.0,1072,150
Q0704,eos r8 通販 楽天,transactional,0.0,0.0,1.0,0.0,0.99,0.03,0.04,0.31,0.93,0.05,0.93,0.0388,401.7,jev-1.13.0,1074,152
Q0705,Zfc Nikon α どちらを選ぶべき,comparison,0.0,1.0,0.0,0.0,1.0,0.93,0.79,0.35,0.56,0.03,0.56,0.0553,217.6,jev-1.13.0,1076,150
Q0706,Z 50mm f1.8 作例 初心者向け,informational,1.0,0.0,0.0,0.0,1.0,0.1,0.86,0.03,0.02,0.03,0.03,0.774,345.0,jev-1.13.0,1082,153
Q0707,r6 mark2 Canon nikon 比較 おすすめ,comparison,0.0,1.0,0.0,0.0,1.0,0.55,0.08,0.9,0.93,0.04,0.93,0.036,292.8,jev-1.13.0,1079,150
Q0708,NIKON Z5II 値段,transactional,0.0,0.0,1.0,0.0,1.0,0.92,0.93,0.04,0.02,0.03,0.04,0.0744,262.0,jev-1.13.0,1073,152
Q0709,Sony FE 200-600 G と Nikon Zf 違い,comparison,0.0,1.0,0.0,0.0,1.0,0.95,0.86,0.9,0.96,0.03,0.96,0.043,291.0,jev-1.13.0,1082,150
Q0710,canon R1 在庫 予約,transactional,0.0,0.0,1.0,0.0,1.0,0.02,0.07,0.91,0.94,0.05,0.94,0.0686,288.0,jev-1.13.0,1073,152
Q0711,40mm f2 単焦点 レビュー,informational,0.99,0.01,0.0,0.0,0.98,0.06,0.08,0.03,0.03,0.03,0.03,0.0752,280.5,jev-1.13.0,1078,153
Q0712,NIKON 40mm f2 単焦点 通販 予約,transactional,0.0,0.0,1.0,0.0,1.0,0.98,0.81,0.04,0.02,0.03,0.04,0.0162,262.6,jev-1.13.0,1083,152
Q0713,アルファ アルファ7Rマーク5 使い方 どこで どっちがいい,comparison,0.29,0.71,0.0,0.0,0.61,0.03,0.05,0.09,0.89,0.05,0.89,0.0485,219.1,jev-1.13.0,1093,150
Q0714,SONY FE 200-600 G 作例,informational,0.98,0.02,0.0,0.0,0.97,0.02,0.04,0.91,0.95,0.04,0.95,0.0392,523.2,jev-1.13.0,1078,153
Q0715,zf 通販 店舗,transactional,0.0,0.0,0.98,0.02,0.98,0.07,0.59,0.03,0.04,0.12,0.04,0.5487,275.1,jev-1.13.0,1071,152
Q0716,Canon Nikon どっちがいい,comparison,0.0,1.0,0.0,0.0,1.0,0.94,0.05,0.89,0.1,0.03,0.89,0.003,269.4,jev-1.13.0,1072,150
Q0717,アルファ a9iii 最安値 amazon,transactional,0.0,0.0,1.0,0.0,1.0,0.03,0.04,0.14,0.91,0.06,0.91,0.0388,269.1,jev-1.13.0,1075,152
Q0718,ニコン Z 24-120mm f4 下取り amazon,transactional,0.0,0.0,1.0,0.0,0.99,0.98,0.96,0.03,0.02,0.04,0.03,0.0192,261.8,jev-1.13.0,1082,152
Q0719,FE 200-600 G 購入 楽天,transactional,0.0,0.0,1.0,0.0,1.0,0.03,0.08,0.19,0.57,0.05,0.57,0.0776,257.1,jev-1.13.0,1081,152
Q0720,Zfc 初心者,informational,0.94,0.04,0.02,0.0,0.91,0.12,0.94,0.03,0.03,0.05,0.03,0.8272,317.9,jev-1.13.0,1070,153
Q0721,nikon z8 購入,transactional,0.0,0.0,1.0,0.0,1.0,0.44,0.96,0.03,0.02,0.03,0.03,0.5376,234.8,jev-1.13.0,1071,152
Q0722,ニコン カメラ レビュー,informational,0.98,0.02,0.0,0.0,0.97,0.98,0.04,0.03,0.02,0.04,0.03,0.0008,235.5,jev-1.13.0,1075,153
Q0723,z30 初心者 初心者向け,informational,0.95,0.03,0.02,0.0,0.93,0.09,0.9,0.03,0.04,0.04,0.04,0.819,305.3,jev-1.13.0,1078,153
Q0724,NIKON カメラ 画質,informational,0.95,0.05,0.0,0.0,0.93,0.98,0.05,0.04,0.02,0.04,0.04,0.001,254.0,jev-1.13.0,1073,153
Q0725,Zfc 会員登録,navigational,0.04,0.0,0.07,0.89,0.85,0.21,0.94,0.02,0.02,0.1,0.02,0.7426,231.3,jev-1.13.0,1070,153
Q0726,nikon カメラ 使い方,informational,1.0,0.0,0.0,0.0,1.0,0.9,0.04,0.04,0.02,0.03,0.04,0.004,483.6,jev-1.13.0,1073,153
Q0727,CANON eos r8 購入 画質,transactional,0.1,0.16,0.74,0.0,0.65,0.02,0.04,0.82,0.92,0.03,0.92,0.0392,233.2,jev-1.13.0,1075,152
Q0728,Z50II 問い合わせ ダウンロード,navigational,0.25,0.0,0.08,0.67,0.55,0.1,0.93,0.02,0.02,0.05,0.02,0.837,786.9,jev-1.13.0,1081,153
Q0729,ニコン NIKKOR 180-600 評判 ログイン,navigational,0.26,0.0,0.01,0.73,0.64,0.96,0.93,0.03,0.02,0.06,0.03,0.0372,336.1,jev-1.13.0,1087,153
Q0730,nikon カメラ 初心者,informational,0.85,0.07,0.07,0.01,0.8,0.9,0.04,0.04,0.02,0.04,0.04,0.004,193.2,jev-1.13.0,1074,153
Q0731,α1 II 初心者 初心者向け,informational,0.97,0.03,0.0,0.0,0.95,0.03,0.07,0.12,0.85,0.07,0.85,0.0679,268.5,jev-1.13.0,1078,153
Q0732,ニコン Zfc 価格,transactional,0.0,0.0,1.0,0.0,1.0,0.98,0.97,0.03,0.02,0.03,0.03,0.0194,244.9,jev-1.13.0,1071,152
Q0733,ニコン Z6 3 どっちがいい ログイン,comparison,0.01,0.78,0.0,0.21,0.71,0.96,0.92,0.05,0.05,0.08,0.05,0.0368,262.4,jev-1.13.0,1082,150
Q0734,NIKON Z5 II レビュー 問い合わせ,informational,0.97,0.0,0.01,0.02,0.96,0.92,0.88,0.04,0.02,0.04,0.04,0.0704,254.0,jev-1.13.0,1081,153
Q0735,nikon NIKKOR Z 180-600mm 公式サイト,navigational,0.0,0.0,0.0,1.0,1.0,0.66,0.96,0.03,0.02,0.04,0.03,0.3264,283.3,jev-1.13.0,1085,153
Q0736,nikon zfc 特徴,informational,1.0,0.0,0.0,0.0,1.0,0.4,0.93,0.03,0.02,0.03,0.03,0.558,247.2,jev-1.13.0,1070,153
Q0737,canon EOS R10 どっちがいい アルファ FE 50mm F1.8,comparison,0.0,1.0,0.0,0.0,1.0,0.07,0.09,0.87,0.93,0.03,0.93,0.0837,254.7,jev-1.13.0,1089,150
Q0738,EOS R6 Mark II 作例 初心者向け,informational,0.98,0.02,0.0,0.0,0.97,0.02,0.04,0.2,0.93,0.07,0.93,0.0392,225.6,jev-1.13.0,1078,153
Q0739,ニコンZ9 中古 楽天,transactional,0.0,0.0,0.99,0.01,0.99,0.98,0.97,0.03,0.02,0.03,0.03,0.0194,262.5,jev-1.13.0,1075,152
Q0740,アルファ9 III Sony Nikon vs,comparison,0.0,1.0,0.0,0.0,1.0,0.95,0.14,0.96,0.79,0.04,0.96,0.007,247.1,jev-1.13.0,1072,150
Q0741,Canon アルファ 違い,comparison,0.0,1.0,0.0,0.0,1.0,0.04,0.06,0.75,0.37,0.07,0.75,0.0576,281.9,jev-1.13.0,1073,150
Q0742,Z50 II 問い合わせ,informational,0.56,0.0,0.15,0.29,0.42,0.1,0.92,0.02,0.02,0.05,0.02,0.828,216.9,jev-1.13.0,1074,153
Q0743,Z 40mm f2 作例 セール,transactional,0.07,0.0,0.93,0.0,0.9,0.07,0.91,0.03,0.02,0.04,0.03,0.8463,237.4,jev-1.13.0,1077,152
Q0744,NIKON Z5 II 特徴,informational,1.0,0.0,0.0,0.0,1.0,0.93,0.91,0.03,0.02,0.04,0.03,0.0637,260.1,jev-1.13.0,1072,153
Q0745,nikon Sony Z fc 在庫,transactional,0.0,0.0,1.0,0.0,1.0,0.58,0.2,0.93,0.83,0.06,0.93,0.084,214.0,jev-1.13.0,1072,152
Q0746,SONY canon 比較,comparison,0.0,1.0,0.0,0.0,1.0,0.03,0.03,0.95,0.12,0.04,0.95,0.0291,272.0,jev-1.13.0,1070,150
Q0747,NIKKOR Z 50mm f/1.8 S 問い合わせ ダウンロード,navigational,0.37,0.0,0.15,0.48,0.32,0.28,0.96,0.04,0.03,0.05,0.04,0.6912,283.8,jev-1.13.0,1092,153
Q0748,NIKON canon Z f 初心者,comparison,0.14,0.86,0.0,0.0,0.8,0.97,0.29,0.88,0.35,0.05,0.88,0.0087,204.8,jev-1.13.0,1074,150
Q0749,R10 最安値 店舗,transactional,0.0,0.0,1.0,0.0,1.0,0.05,0.41,0.04,0.18,0.07,0.18,0.3895,259.5,jev-1.13.0,1074,152
Q0750,NIKON Zfc 特徴,informational,1.0,0.0,0.0,0.0,1.0,0.94,0.93,0.04,0.02,0.04,0.04,0.0558,255.1,jev-1.13.0,1071,153
Q0751,nikon ニコンZ8 中古,transactional,0.0,0.0,1.0,0.0,1.0,0.98,0.96,0.06,0.03,0.03,0.06,0.0192,239.3,jev-1.13.0,1074,152
Q0752,sony a9 III 下取り 予約,transactional,0.0,0.0,0.99,0.01,0.99,0.03,0.05,0.91,0.95,0.05,0.95,0.0485,305.2,jev-1.13.0,1074,152
